player_id,name,team,position,price,form,recent_form,points_per_game,points_per_90,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,ownership_percentage,avg_fixture_difficulty,team_strength,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away
5,Karl Hein,Arsenal,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1390,1400,1310,1300
15,David Raya Martin,Arsenal,GK,5.5,3.3,3.3333333333333335,3.7837837837837838,3.783783783783784,3330,0,0,13,33,0,0,0,3,0,85,10,549,744.4,10.7,0.0,75.6,0.0,0.0,32.1,5.0,0.5,1390,1400,1310,1300
73,Norberto Murara Neto,Arsenal,GK,4.1,0.0,0.0,3.5,3.5,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,0.0,0.0,0.7,5.0,0.5,1390,1400,1310,1300
639,Tommy Setford,Arsenal,GK,4.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.5,1390,1400,1310,1300
756,Jack Porter,Arsenal,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1390,1400,1310,1300
39,Joe Gauci,Aston Villa,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.3,1130,1180,1160,1300
46,Filip Marschall,Aston Villa,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1130,1180,1160,1300
47,Emiliano Martínez Romero,Aston Villa,GK,5.0,7.7,7.666666666666667,3.138888888888889,3.2285714285714286,3150,0,0,8,45,0,1,0,5,0,95,6,460,807.2,20.0,0.0,82.8,0.0,0.0,13.3,3.0,0.3,1130,1180,1160,1300
51,Robin Olsen,Aston Villa,GK,4.5,0.0,0.0,2.6666666666666665,4.0,180,0,0,1,4,0,0,0,0,0,5,0,21,37.0,0.0,0.0,3.7,0.0,0.0,0.1,3.0,0.3,1130,1180,1160,1300
55,Viljami Sinisalo,Aston Villa,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1130,1180,1160,1300
641,Oliwier Zych,Aston Villa,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.3,1130,1180,1160,1300
75,Alex Paulsen,Bournemouth,GK,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1120,1180,1220,1220
84,Mark Travers,Bournemouth,GK,4.4,0.0,0.0,3.8,3.8000000000000003,450,0,0,1,5,0,0,0,0,0,20,1,76,146.4,0.0,0.0,14.6,0.0,0.0,0.1,3.0,0.3,1120,1180,1220,1220
152,Kepa Arrizabalaga,Bournemouth,GK,4.6,2.2,2.0,3.3333333333333335,3.333333333333333,2700,0,0,7,39,0,0,0,3,0,97,7,386,740.8,10.4,4.0,75.4,0.0,0.0,3.5,3.0,0.3,1120,1180,1220,1220
599,Will Dennis,Bournemouth,GK,3.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.3,1120,1180,1220,1220
